jump_id,frame_idx,view_detected,telemark_flag,takeoff_knee_angle,v_style_angle_front,v_style_angle_back,body_ski_angle,symmetry_index_back,telemark_offset_x_raw,telemark_proj_ski_raw,telemark_leg_angle,is_flight_phase,is_landing_phase
JP0005,324,SIDE,l,165.69284548315335,,,,,,,,0,0
JP0005,324,SIDE,l,165.69284548315335,,,,,,,,0,0
JP0005,340,FRONT,l,,34.10511974307478,,,,,,,1,0
JP0005,340,FRONT,l,,34.10511974307478,,,,,,,1,0
JP0005,342,FRONT,l,,37.57861731530574,,,,,,,1,0
JP0005,342,FRONT,l,,37.57861731530574,,,,,,,1,0
JP0005,343,FRONT,l,,37.0903272713951,,,,,,,1,0
JP0005,343,FRONT,l,,37.0903272713951,,,,,,,1,0
JP0005,344,FRONT,l,,36.594947302810866,,,,,,,1,0
JP0005,344,FRONT,l,,36.594947302810866,,,,,,,1,0
JP0005,345,FRONT,l,,36.09304317445938,,,,,,,1,0
JP0005,345,FRONT,l,,36.09304317445938,,,,,,,1,0
JP0005,346,FRONT,l,,35.584986773061004,,,,,,,1,0
JP0005,346,FRONT,l,,35.584986773061004,,,,,,,1,0
JP0005,347,FRONT,l,,35.062803629752466,,,,,,,1,0
JP0005,347,FRONT,l,,35.062803629752466,,,,,,,1,0
JP0005,348,FRONT,l,,34.54750239516564,,,,,,,1,0
JP0005,348,FRONT,l,,34.54750239516564,,,,,,,1,0
JP0005,349,FRONT,l,,33.99215880578472,,,,,,,1,0
JP0005,349,FRONT,l,,33.99215880578472,,,,,,,1,0
JP0005,350,FRONT,l,,33.4140648255502,,,,,,,1,0
JP0005,350,FRONT,l,,33.4140648255502,,,,,,,1,0
JP0005,352,FRONT,l,,32.74151120131306,,,,,,,1,0
JP0005,352,FRONT,l,,32.74151120131306,,,,,,,1,0
JP0005,353,FRONT,l,,33.13782823089785,,,,,,,1,0
JP0005,353,FRONT,l,,33.13782823089785,,,,,,,1,0
JP0005,354,FRONT,l,,33.171314190446296,,,,,,,1,0
JP0005,354,FRONT,l,,33.171314190446296,,,,,,,1,0
JP0005,355,FRONT,l,,33.152155191853055,,,,,,,1,0
JP0005,355,FRONT,l,,33.152155191853055,,,,,,,1,0
JP0005,397,SIDE,l,,,,159.27101357488004,,,,,1,0
JP0005,397,SIDE,l,,,,159.27101357488004,,,,,1,0
JP0005,398,SIDE,l,,,,159.46069584707828,,,,,1,0
JP0005,398,SIDE,l,,,,159.46069584707828,,,,,1,0
JP0005,399,SIDE,l,,,,159.75142905081918,,,,,1,0
JP0005,399,SIDE,l,,,,159.75142905081918,,,,,1,0
JP0005,400,SIDE,l,,,,159.963317622755,,,,,1,0
JP0005,400,SIDE,l,,,,159.963317622755,,,,,1,0
JP0005,402,SIDE,l,,,,160.41592665067049,,,,,1,0
JP0005,402,SIDE,l,,,,160.41592665067049,,,,,1,0
JP0005,403,SIDE,l,,,,160.6691401315914,,,,,1,0
JP0005,403,SIDE,l,,,,160.6691401315914,,,,,1,0
JP0005,404,SIDE,l,,,,160.48472055583912,,,,,1,0
JP0005,404,SIDE,l,,,,160.48472055583912,,,,,1,0
JP0005,405,SIDE,l,,,,160.68281756743198,,,,,1,0
JP0005,405,SIDE,l,,,,160.68281756743198,,,,,1,0
JP0005,479,SIDE,l,,,,,,0.052010001585721666,0.055241929671497464,12.45783947189949,0,1
JP0005,479,SIDE,l,,,,,,0.052010001585721666,0.055241929671497464,12.45783947189949,0,1
JP0005,480,SIDE,l,,,,,,0.05801891308367335,0.06244856547318307,15.596060705162797,0,1
JP0005,480,SIDE,l,,,,,,0.05801891308367335,0.06244856547318307,15.596060705162797,0,1
JP0005,482,SIDE,l,,,,,,0.06680252966581424,0.07144217645986324,21.351334433484887,0,1
JP0005,482,SIDE,l,,,,,,0.06680252966581424,0.07144217645986324,21.351334433484887,0,1
JP0005,483,SIDE,l,,,,,,0.06806603358354768,0.07231812105672683,23.02678345020257,0,1
JP0005,483,SIDE,l,,,,,,0.06806603358354768,0.07231812105672683,23.02678345020257,0,1
JP0006,197,FRONT,l,164.15810334907115,,,,,,,,0,0
JP0006,197,FRONT,l,164.15810334907115,,,,,,,,0,0
JP0006,225,FRONT,l,,27.23703660913918,,,,,,,1,0
JP0006,225,FRONT,l,,27.23703660913918,,,,,,,1,0
JP0006,227,FRONT,l,,27.642707643939353,,,,,,,1,0
JP0006,227,FRONT,l,,27.642707643939353,,,,,,,1,0
JP0006,228,FRONT,l,,28.419274913975034,,,,,,,1,0
JP0006,228,FRONT,l,,28.419274913975034,,,,,,,1,0
JP0006,229,FRONT,l,,29.14514456799169,,,,,,,1,0
JP0006,229,FRONT,l,,29.14514456799169,,,,,,,1,0
JP0006,230,FRONT,l,,29.819530403579822,,,,,,,1,0
JP0006,230,FRONT,l,,29.819530403579822,,,,,,,1,0
JP0006,232,FRONT,l,,30.410113111070732,,,,,,,1,0
JP0006,232,FRONT,l,,30.410113111070732,,,,,,,1,0
JP0006,233,FRONT,l,,30.349628072955944,,,,,,,1,0
JP0006,233,FRONT,l,,30.349628072955944,,,,,,,1,0
JP0006,234,FRONT,l,,30.12871297709667,,,,,,,1,0
JP0006,234,FRONT,l,,30.12871297709667,,,,,,,1,0
JP0006,284,SIDE,l,,,,170.35400876020998,,,,,1,0
JP0006,284,SIDE,l,,,,170.35400876020998,,,,,1,0
JP0006,285,SIDE,l,,,,170.74784156781746,,,,,1,0
JP0006,285,SIDE,l,,,,170.74784156781746,,,,,1,0
JP0006,287,SIDE,l,,,,170.61454132697014,,,,,1,0
JP0006,287,SIDE,l,,,,170.61454132697014,,,,,1,0
JP0006,348,FRONT,l,,,,,,0.0126761015273964,0.012667564858025022,7.877686359486767,0,1
JP0006,348,FRONT,l,,,,,,0.0126761015273964,0.012667564858025022,7.877686359486767,0,1
JP0006,349,FRONT,l,,,,,,0.015514830380301936,0.015011338399269832,7.802031517590226,0,1
JP0006,349,FRONT,l,,,,,,0.015514830380301936,0.015011338399269832,7.802031517590226,0,1
JP0006,350,FRONT,l,,,,,,0.018252667598881334,0.017125411975215783,7.432832977081619,0,1
JP0006,350,FRONT,l,,,,,,0.018252667598881334,0.017125411975215783,7.432832977081619,0,1
JP0007,222,SIDE,l,,,,162.0348729380724,,,,,1,0
JP0007,222,SIDE,l,,,,162.0348729380724,,,,,1,0
JP0007,223,SIDE,l,,,,162.6049736344451,,,,,1,0
JP0007,223,SIDE,l,,,,162.6049736344451,,,,,1,0
JP0007,225,SIDE,l,,,,163.7093093209654,,,,,1,0
JP0007,225,SIDE,l,,,,163.7093093209654,,,,,1,0
JP0007,226,SIDE,l,,,,163.742441837022,,,,,1,0
JP0007,226,SIDE,l,,,,163.742441837022,,,,,1,0
JP0007,227,SIDE,l,,,,163.7377142094075,,,,,1,0
JP0007,227,SIDE,l,,,,163.7377142094075,,,,,1,0
JP0007,228,SIDE,l,,,,163.76219077807463,,,,,1,0
JP0007,228,SIDE,l,,,,163.76219077807463,,,,,1,0
JP0007,230,SIDE,l,,,,164.37453769985555,,,,,1,0
JP0007,230,SIDE,l,,,,164.37453769985555,,,,,1,0
JP0007,231,SIDE,l,,,,164.6662948406342,,,,,1,0
JP0007,231,SIDE,l,,,,164.6662948406342,,,,,1,0
JP0007,232,SIDE,l,,,,164.96911116080398,,,,,1,0
JP0007,232,SIDE,l,,,,164.96911116080398,,,,,1,0
JP0007,233,SIDE,l,,,,165.26905385391126,,,,,1,0
JP0007,233,SIDE,l,,,,165.26905385391126,,,,,1,0
JP0007,236,FRONT,l,,33.39728528543984,,,,,,,1,0
JP0007,236,FRONT,l,,33.39728528543984,,,,,,,1,0
JP0007,237,FRONT,l,,33.59739308364852,,,,,,,1,0
JP0007,237,FRONT,l,,33.59739308364852,,,,,,,1,0
JP0007,238,FRONT,l,,33.78777407318537,,,,,,,1,0
JP0007,238,FRONT,l,,33.78777407318537,,,,,,,1,0
JP0007,240,FRONT,l,,33.20178681163318,,,,,,,1,0
JP0007,240,FRONT,l,,33.20178681163318,,,,,,,1,0
JP0007,241,FRONT,l,,32.433370234292795,,,,,,,1,0
JP0007,241,FRONT,l,,32.433370234292795,,,,,,,1,0
JP0007,242,FRONT,l,,31.644951089856377,,,,,,,1,0
JP0007,242,FRONT,l,,31.644951089856377,,,,,,,1,0
JP0007,243,FRONT,l,,30.909870614374384,,,,,,,1,0
JP0007,243,FRONT,l,,30.909870614374384,,,,,,,1,0
JP0007,245,FRONT,l,,30.197177992150387,,,,,,,1,0
JP0007,245,FRONT,l,,30.197177992150387,,,,,,,1,0
JP0007,246,FRONT,l,,30.118027341186835,,,,,,,1,0
JP0007,246,FRONT,l,,30.118027341186835,,,,,,,1,0
JP0007,247,FRONT,l,,30.04434422476734,,,,,,,1,0
JP0007,247,FRONT,l,,30.04434422476734,,,,,,,1,0
JP0007,248,FRONT,l,,29.948089975188378,,,,,,,1,0
JP0007,248,FRONT,l,,29.948089975188378,,,,,,,1,0
JP0007,250,FRONT,l,,29.421787945091747,,,,,,,1,0
JP0007,250,FRONT,l,,29.421787945091747,,,,,,,1,0
JP0007,251,FRONT,l,,28.99414088026792,,,,,,,1,0
JP0007,251,FRONT,l,,28.99414088026792,,,,,,,1,0
JP0007,252,FRONT,l,,28.489783709406755,,,,,,,1,0
JP0007,252,FRONT,l,,28.489783709406755,,,,,,,1,0
JP0007,253,FRONT,l,,27.972478159719678,,,,,,,1,0
JP0007,253,FRONT,l,,27.972478159719678,,,,,,,1,0
JP0007,255,FRONT,l,,27.736872936856408,,,,,,,1,0
JP0007,255,FRONT,l,,27.736872936856408,,,,,,,1,0
JP0007,328,SIDE,l,,,,,,0.009136485956514506,0.00970130367678251,0.9426688950690569,0,1
JP0007,328,SIDE,l,,,,,,0.009136485956514506,0.00970130367678251,0.9426688950690569,0,1
JP0007,330,SIDE,l,,,,,,0.008681028636184362,0.0062168494431682495,6.228804245648388,0,1
JP0007,330,SIDE,l,,,,,,0.008681028636184362,0.0062168494431682495,6.228804245648388,0,1
JP0007,331,SIDE,l,,,,,,0.007664918254404074,0.005229663862860005,11.118762700347798,0,1
JP0007,331,SIDE,l,,,,,,0.007664918254404074,0.005229663862860005,11.118762700347798,0,1
JP0007,332,SIDE,l,,,,,,0.0067537512758326645,0.004416795106374383,16.246659689492898,0,1
JP0007,332,SIDE,l,,,,,,0.0067537512758326645,0.004416795106374383,16.246659689492898,0,1
JP0007,333,SIDE,l,,,,,,0.005866134210126717,0.0036325219150943637,21.50799076075325,0,1
JP0007,333,SIDE,l,,,,,,0.005866134210126717,0.0036325219150943637,21.50799076075325,0,1
JP0008,460,SIDE,l,,,,165.418966167253,,,,,1,0
JP0008,460,SIDE,l,,,,165.418966167253,,,,,1,0
JP0008,461,SIDE,l,,,,165.48485143764418,,,,,1,0
JP0008,461,SIDE,l,,,,165.48485143764418,,,,,1,0
JP0008,462,SIDE,l,,,,165.61522443286836,,,,,1,0
JP0008,462,SIDE,l,,,,165.61522443286836,,,,,1,0
JP0008,463,SIDE,l,,,,165.65934240606342,,,,,1,0
JP0008,463,SIDE,l,,,,165.65934240606342,,,,,1,0
JP0008,464,SIDE,l,,,,164.70757885664358,,,,,1,0
JP0008,464,SIDE,l,,,,164.70757885664358,,,,,1,0
JP0008,555,FRONT,l,,,,,,0.00918605088059865,0.008124180579625336,9.824471529828905,0,1
JP0008,555,FRONT,l,,,,,,0.00918605088059865,0.008124180579625336,9.824471529828905,0,1
JP0008,556,FRONT,l,,,,,,0.006474318433807857,0.0058331940933418,8.392149478286319,0,1
JP0008,556,FRONT,l,,,,,,0.006474318433807857,0.0058331940933418,8.392149478286319,0,1
JP0008,558,FRONT,l,,,,,,0.0049201403624936635,0.004499621354809879,8.664275611789458,0,1
JP0008,558,FRONT,l,,,,,,0.0049201403624936635,0.004499621354809879,8.664275611789458,0,1
JP0009,489,FRONT,l,,,57.078594777737536,,24.011766261535627,,,,1,0
JP0009,489,FRONT,l,,,57.078594777737536,,24.011766261535627,,,,1,0
JP0009,490,FRONT,l,,,57.80184561676625,,23.64421575051458,,,,1,0
JP0009,490,FRONT,l,,,57.80184561676625,,23.64421575051458,,,,1,0
JP0009,491,FRONT,l,,,55.2991752248187,,21.77326548341363,,,,1,0
JP0009,491,FRONT,l,,,55.2991752248187,,21.77326548341363,,,,1,0
JP0009,492,FRONT,l,,,55.6297957731725,,21.002258160035076,,,,1,0
JP0009,492,FRONT,l,,,55.6297957731725,,21.002258160035076,,,,1,0
JP0009,493,FRONT,l,,,55.730037296545014,,19.985501763795718,,,,1,0
JP0009,493,FRONT,l,,,55.730037296545014,,19.985501763795718,,,,1,0
JP0009,555,SIDE,l,,,,169.95207765641328,,,,,1,0
JP0009,555,SIDE,l,,,,169.95207765641328,,,,,1,0
JP0009,557,SIDE,l,,,,169.2377857228884,,,,,1,0
JP0009,557,SIDE,l,,,,169.2377857228884,,,,,1,0
JP0009,558,SIDE,l,,,,169.37076053213892,,,,,1,0
JP0009,558,SIDE,l,,,,169.37076053213892,,,,,1,0
JP0009,559,SIDE,l,,,,168.9801852423002,,,,,1,0
JP0009,559,SIDE,l,,,,168.9801852423002,,,,,1,0
JP0009,560,SIDE,l,,,,168.95867516105315,,,,,1,0
JP0009,560,SIDE,l,,,,168.95867516105315,,,,,1,0
JP0009,561,SIDE,l,,,,168.87354270705598,,,,,1,0
JP0009,561,SIDE,l,,,,168.87354270705598,,,,,1,0
JP0009,562,SIDE,l,,,,168.09986813287114,,,,,1,0
JP0009,562,SIDE,l,,,,168.09986813287114,,,,,1,0
JP0009,563,SIDE,l,,,,167.97687074141447,,,,,1,0
JP0009,563,SIDE,l,,,,167.97687074141447,,,,,1,0
JP0009,564,SIDE,l,,,,166.59783789661603,,,,,1,0
JP0009,564,SIDE,l,,,,166.59783789661603,,,,,1,0
JP0009,565,SIDE,l,,,,167.03659630912,,,,,1,0
JP0009,565,SIDE,l,,,,167.03659630912,,,,,1,0
JP0009,567,SIDE,l,,,,166.88704989758673,,,,,1,0
JP0009,567,SIDE,l,,,,166.88704989758673,,,,,1,0
JP0009,568,SIDE,l,,,,165.20556207870501,,,,,1,0
JP0009,568,SIDE,l,,,,165.20556207870501,,,,,1,0
JP0009,569,SIDE,l,,,,165.98819549838913,,,,,1,0
JP0009,569,SIDE,l,,,,165.98819549838913,,,,,1,0
JP0009,594,SIDE,l,,,,,,0.047573773631763405,0.05844141169966423,23.65919639737867,0,1
JP0009,594,SIDE,l,,,,,,0.047573773631763405,0.05844141169966423,23.65919639737867,0,1
JP0009,595,SIDE,l,,,,,,0.051734603552508085,0.06235905603855694,25.897207085622863,0,1
JP0009,595,SIDE,l,,,,,,0.051734603552508085,0.06235905603855694,25.897207085622863,0,1
JP0009,597,SIDE,l,,,,,,0.0560556892937209,0.06617518721280508,28.985921830929122,0,1
JP0009,597,SIDE,l,,,,,,0.0560556892937209,0.06617518721280508,28.985921830929122,0,1
JP0009,598,SIDE,l,,,,,,0.05471146016741546,0.06552404150725773,30.0859974354376,0,1
JP0009,598,SIDE,l,,,,,,0.05471146016741546,0.06552404150725773,30.0859974354376,0,1
JP0009,599,SIDE,l,,,,,,0.05201537891395824,0.06434693487002327,31.04724823502518,0,1
JP0009,599,SIDE,l,,,,,,0.05201537891395824,0.06434693487002327,31.04724823502518,0,1
JP0011,400,FRONT,f,,,62.194418084365616,,6.702751948715502,,,,1,0
JP0011,400,FRONT,f,,,62.194418084365616,,6.702751948715502,,,,1,0
JP0011,401,FRONT,f,,,62.331763978542035,,6.361270336214005,,,,1,0
JP0011,401,FRONT,f,,,62.331763978542035,,6.361270336214005,,,,1,0
JP0011,402,FRONT,f,,,62.102378034192505,,6.091756159304566,,,,1,0
JP0011,402,FRONT,f,,,62.102378034192505,,6.091756159304566,,,,1,0
JP0011,403,FRONT,f,,,63.07180802847732,,5.53929359075417,,,,1,0
JP0011,403,FRONT,f,,,63.07180802847732,,5.53929359075417,,,,1,0
JP0011,404,FRONT,f,,,68.99352744096521,,3.549211897258772,,,,1,0
JP0011,404,FRONT,f,,,68.99352744096521,,3.549211897258772,,,,1,0
JP0011,405,FRONT,f,,,73.47941184091857,,1.6146029156979296,,,,1,0
JP0011,405,FRONT,f,,,73.47941184091857,,1.6146029156979296,,,,1,0
JP0011,454,SIDE,f,,,,164.28436476684234,,,,,1,0
JP0011,454,SIDE,f,,,,164.28436476684234,,,,,1,0
JP0011,456,SIDE,f,,,,162.1415220410783,,,,,1,0
JP0011,456,SIDE,f,,,,162.1415220410783,,,,,1,0
JP0011,457,SIDE,f,,,,161.88780788582,,,,,1,0
JP0011,457,SIDE,f,,,,161.88780788582,,,,,1,0
JP0011,569,FRONT,f,,,,,,0.11563418686492177,0.014339301057184107,42.2475000446898,0,1
JP0011,569,FRONT,f,,,,,,0.11563418686492177,0.014339301057184107,42.2475000446898,0,1
JP0011,570,FRONT,f,,,,,,0.10641631708721366,0.010895403776748639,43.77862752350367,0,1
JP0011,570,FRONT,f,,,,,,0.10641631708721366,0.010895403776748639,43.77862752350367,0,1
JP0011,571,FRONT,f,,,,,,0.10615779643531026,0.008852348788604632,51.59202035774648,0,1
JP0011,571,FRONT,f,,,,,,0.10615779643531026,0.008852348788604632,51.59202035774648,0,1
JP0012,378,FRONT,,145.90429469265746,,,,,,,,0,0
JP0012,378,FRONT,,145.90429469265746,,,,,,,,0,0
JP0012,416,FRONT,,,52.86027017211056,,,,,,,1,0
JP0012,416,FRONT,,,52.86027017211056,,,,,,,1,0
JP0012,417,FRONT,,,52.68264594380314,,,,,,,1,0
JP0012,417,FRONT,,,52.68264594380314,,,,,,,1,0
JP0012,418,FRONT,,,52.89856572570724,,,,,,,1,0
JP0012,418,FRONT,,,52.89856572570724,,,,,,,1,0
JP0012,419,FRONT,,,52.93552172045752,,,,,,,1,0
JP0012,419,FRONT,,,52.93552172045752,,,,,,,1,0
JP0012,420,FRONT,,,53.31856487843279,,,,,,,1,0
JP0012,420,FRONT,,,53.31856487843279,,,,,,,1,0
JP0012,421,FRONT,,,53.31561640461797,,,,,,,1,0
JP0012,421,FRONT,,,53.31561640461797,,,,,,,1,0
JP0012,422,FRONT,,,53.63663464364031,,,,,,,1,0
JP0012,422,FRONT,,,53.63663464364031,,,,,,,1,0
JP0012,424,FRONT,,,53.15688955768927,,,,,,,1,0
JP0012,424,FRONT,,,53.15688955768927,,,,,,,1,0
JP0012,425,FRONT,,,52.2857111455212,,,,,,,1,0
JP0012,425,FRONT,,,52.2857111455212,,,,,,,1,0
JP0012,495,SIDE,,,,,171.32350932772562,,,,,1,0
JP0012,495,SIDE,,,,,171.32350932772562,,,,,1,0
JP0012,496,SIDE,,,,,170.99805549778569,,,,,1,0
JP0012,496,SIDE,,,,,170.99805549778569,,,,,1,0
JP0012,497,SIDE,,,,,171.16915159917886,,,,,1,0
JP0012,497,SIDE,,,,,171.16915159917886,,,,,1,0
JP0012,498,SIDE,,,,,170.8810679561938,,,,,1,0
JP0012,498,SIDE,,,,,170.8810679561938,,,,,1,0
JP0012,499,SIDE,,,,,170.4460911299045,,,,,1,0
JP0012,499,SIDE,,,,,170.4460911299045,,,,,1,0
JP0012,500,SIDE,,,,,169.8854043531553,,,,,1,0
JP0012,500,SIDE,,,,,169.8854043531553,,,,,1,0
JP0012,598,FRONT,,,,,,,0.04271577186416442,0.02967509748722196,0.2564121908963701,0,1
JP0012,598,FRONT,,,,,,,0.04271577186416442,0.02967509748722196,0.2564121908963701,0,1
JP0012,599,FRONT,,,,,,,0.04443766696140122,0.028762920100307385,0.5112735652322933,0,1
JP0012,599,FRONT,,,,,,,0.04443766696140122,0.028762920100307385,0.5112735652322933,0,1
JP0012,600,FRONT,,,,,,,0.048314858572959474,0.030875550125715457,0.6211079325051394,0,1
JP0012,600,FRONT,,,,,,,0.048314858572959474,0.030875550125715457,0.6211079325051394,0,1
JP0012,601,FRONT,,,,,,,0.05081322088376311,0.031159660703374607,0.4724339643299815,0,1
JP0012,601,FRONT,,,,,,,0.05081322088376311,0.031159660703374607,0.4724339643299815,0,1
JP0012,602,FRONT,,,,,,,0.05330139962836439,0.03151667155035437,0.018108008585503457,0,1
JP0012,602,FRONT,,,,,,,0.05330139962836439,0.03151667155035437,0.018108008585503457,0,1
JP0013,485,FRONT,,146.61214259220628,,,,,,,,0,0
JP0013,485,FRONT,,146.61214259220628,,,,,,,,0,0
JP0013,526,FRONT,,,,44.72859426118044,,5.230387032415649,,,,1,0
JP0013,526,FRONT,,,,44.72859426118044,,5.230387032415649,,,,1,0
JP0013,527,FRONT,,,,44.996546977358186,,3.6399369754456927,,,,1,0
JP0013,527,FRONT,,,,44.996546977358186,,3.6399369754456927,,,,1,0
JP0013,528,FRONT,,,,45.244709971369424,,2.153584522414093,,,,1,0
JP0013,528,FRONT,,,,45.244709971369424,,2.153584522414093,,,,1,0
JP0013,529,FRONT,,,,45.74095354786502,,0.5741820922600596,,,,1,0
JP0013,529,FRONT,,,,45.74095354786502,,0.5741820922600596,,,,1,0
JP0013,531,FRONT,,,,45.885933292818414,,0.634587713752893,,,,1,0
JP0013,531,FRONT,,,,45.885933292818414,,0.634587713752893,,,,1,0
JP0013,532,FRONT,,,,45.77782138656642,,0.5154506297359944,,,,1,0
JP0013,532,FRONT,,,,45.77782138656642,,0.5154506297359944,,,,1,0
JP0013,533,FRONT,,,,45.22084647572011,,0.01652820503568364,,,,1,0
JP0013,533,FRONT,,,,45.22084647572011,,0.01652820503568364,,,,1,0
JP0013,534,FRONT,,,,44.233798984233836,,0.8709264911931314,,,,1,0
JP0013,534,FRONT,,,,44.233798984233836,,0.8709264911931314,,,,1,0
JP0013,535,FRONT,,,,44.04178792950271,,1.0576512431910032,,,,1,0
JP0013,535,FRONT,,,,44.04178792950271,,1.0576512431910032,,,,1,0
JP0015,380,FRONT,l,,36.02188624432917,,,,,,,1,0
JP0015,380,FRONT,l,,36.02188624432917,,,,,,,1,0
JP0015,381,FRONT,l,,36.371435564578235,,,,,,,1,0
JP0015,381,FRONT,l,,36.371435564578235,,,,,,,1,0
JP0015,382,FRONT,l,,36.67368270410436,,,,,,,1,0
JP0015,382,FRONT,l,,36.67368270410436,,,,,,,1,0
JP0015,383,FRONT,l,,36.92784992222883,,,,,,,1,0
JP0015,383,FRONT,l,,36.92784992222883,,,,,,,1,0
JP0015,384,FRONT,l,,37.13260494087875,,,,,,,1,0
JP0015,384,FRONT,l,,37.13260494087875,,,,,,,1,0
JP0015,385,FRONT,l,,37.27435384596183,,,,,,,1,0
JP0015,385,FRONT,l,,37.27435384596183,,,,,,,1,0
JP0015,387,FRONT,l,,36.62029365845246,,,,,,,1,0
JP0015,387,FRONT,l,,36.62029365845246,,,,,,,1,0
JP0015,388,FRONT,l,,35.91837738209461,,,,,,,1,0
JP0015,388,FRONT,l,,35.91837738209461,,,,,,,1,0
JP0015,389,FRONT,l,,34.656170129600305,,,,,,,1,0
JP0015,389,FRONT,l,,34.656170129600305,,,,,,,1,0
JP0015,390,FRONT,l,,33.921836207842304,,,,,,,1,0
JP0015,390,FRONT,l,,33.921836207842304,,,,,,,1,0
JP0015,391,FRONT,l,,33.198204758925364,,,,,,,1,0
JP0015,391,FRONT,l,,33.198204758925364,,,,,,,1,0
JP0015,392,FRONT,l,,32.16081570898355,,,,,,,1,0
JP0015,392,FRONT,l,,32.16081570898355,,,,,,,1,0
JP0015,393,FRONT,l,,31.0871038437237,,,,,,,1,0
JP0015,393,FRONT,l,,31.0871038437237,,,,,,,1,0
JP0015,460,SIDE,l,,,,164.7350101654465,,,,,1,0
JP0015,460,SIDE,l,,,,164.7350101654465,,,,,1,0
JP0015,461,SIDE,l,,,,166.15474464772822,,,,,1,0
JP0015,461,SIDE,l,,,,166.15474464772822,,,,,1,0
JP0015,462,SIDE,l,,,,166.5028675613312,,,,,1,0
JP0015,462,SIDE,l,,,,166.5028675613312,,,,,1,0
JP0015,463,SIDE,l,,,,165.62343937358239,,,,,1,0
JP0015,463,SIDE,l,,,,165.62343937358239,,,,,1,0
JP0015,464,SIDE,l,,,,164.71634879082433,,,,,1,0
JP0015,464,SIDE,l,,,,164.71634879082433,,,,,1,0
JP0015,495,FRONT,l,,,,,,0.05579618203647496,0.0673620175793037,20.722640137773112,0,1
JP0015,495,FRONT,l,,,,,,0.05579618203647496,0.0673620175793037,20.722640137773112,0,1
JP0015,497,FRONT,l,,,,,,0.062343175711174426,0.073617451089198,26.845573171167963,0,1
JP0015,497,FRONT,l,,,,,,0.062343175711174426,0.073617451089198,26.845573171167963,0,1
JP0015,498,FRONT,l,,,,,,0.06364523940953715,0.07418670227684676,27.014205688965603,0,1
JP0015,498,FRONT,l,,,,,,0.06364523940953715,0.07418670227684676,27.014205688965603,0,1
JP0015,499,FRONT,l,,,,,,0.06237247169949034,0.07315671323163651,25.634140014464364,0,1
JP0015,499,FRONT,l,,,,,,0.06237247169949034,0.07315671323163651,25.634140014464364,0,1
JP0015,500,FRONT,l,,,,,,0.0641045120999102,0.07400599299231225,25.96150388369692,0,1
